Carga Horária,Categoria da Situação,Código da Matrícula,Cor/Raça,Data de Início do Ciclo,Data de Fim Previsto do Ciclo,Faixa Etária,Fator Esforço Curso,Idade,Instituição,Mês de Ocorrência da Situação,Região,Renda Familiar,Sexo,Turno,UF,Unidade de Ensino
4560,Evadidos,66967443,não declarada,2016-03-07,2018-12-28,20 a 24 anos,1.0,22.0,CPII,2020-03-01,Região Sudeste,Não declarada,Feminino,Matutino,RJ,Campus São Cristóvão III
4560,Concluintes,72724947,parda,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2020-01-01,Região Sudeste,"1,0<RFP<=1,5",Feminino,Matutino,RJ,Campus Duque de Caxias CP
2580,Concluintes,87033427,branca,2018-02-05,2020-12-20,15 a 19 anos,1.0,19.0,UFCG - ETSC,2020-05-01,Região Nordeste,"1,5<RFP<=2,5",Masculino,Matutino,PB,Escola Técnica de Saúde de Cajazeiras da UFCG
4560,Evadidos,72485776,branca,2017-04-07,2019-12-21,20 a 24 anos,1.0,20.0,CPII,2020-03-01,Região Sudeste,"0,5<RFP<=1,0",Masculino,Vespertino,RJ,Campus Niterói
4560,Concluintes,72753646,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,19.0,CPII,2020-01-01,Região Sudeste,"0<RFP<=0,5",Feminino,Vespertino,RJ,Campus Realengo II
4560,Concluintes,72331537,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2020-01-01,Região Sudeste,Não declarada,Feminino,Vespertino,RJ,Campus São Cristóvão III
2490,Evadidos,94308420,parda,2020-02-17,2022-12-24,15 a 19 anos,1.0,16.0,UFPI - CTF,2020-03-01,Região Nordeste,"1,5<RFP<=2,5",Feminino,Matutino,PI,Colégio Técnico de Floriano da UFPI
4560,Concluintes,72365417,branca,2017-04-07,2019-12-21,20 a 24 anos,1.0,20.0,CPII,2020-01-01,Região Sudeste,Não declarada,Feminino,Vespertino,RJ,Campus São Cristóvão III
4560,Concluintes,67253683,não declarada,2016-03-07,2018-12-28,20 a 24 anos,1.0,21.0,CPII,2020-01-01,Região Sudeste,Não declarada,Masculino,Matutino,RJ,Campus Centro
4560,Concluintes,72361700,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,19.0,CPII,2020-01-01,Região Sudeste,Não declarada,Feminino,Vespertino,RJ,Campus São Cristóvão III
3560,Concluintes,71734055,não declarada,2017-02-20,2019-12-20,20 a 24 anos,1.0,21.0,UFPI - CABJ,2020-01-01,Região Nordeste,Não declarada,Masculino,Matutino,PI,Colégio Técnico de Bom Jesus da UFPI
4560,Concluintes,72366059,parda,2017-04-07,2019-12-21,15 a 19 anos,1.0,19.0,CPII,2020-01-01,Região Sudeste,Não declarada,Feminino,Matutino,RJ,Campus São Cristóvão III
4560,Concluintes,72753644,não declarada,2017-04-07,2019-12-21,15 a 19 anos,1.0,19.0,CPII,2020-01-01,Região Sudeste,Não declarada,Feminino,Vespertino,RJ,Campus Realengo II
4560,Concluintes,72801319,não declarada,2017-04-07,2019-12-21,15 a 19 anos,1.0,19.0,CPII,2020-01-01,Região Sudeste,"2,5<RFP<=3,5",Masculino,Vespertino,RJ,Campus Humaitá II
2490,Evadidos,94308526,parda,2020-02-17,2022-12-24,15 a 19 anos,1.0,17.0,UFPI - CTF,2020-03-01,Região Nordeste,"1,5<RFP<=2,5",Masculino,Matutino,PI,Colégio Técnico de Floriano da UFPI
4560,Concluintes,72622617,não declarada,2017-04-07,2019-12-21,20 a 24 anos,1.0,20.0,CPII,2020-01-01,Região Sudeste,"RFP>3,5",Feminino,Vespertino,RJ,Campus Centro
4560,Concluintes,72305580,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,19.0,CPII,2020-01-01,Região Sudeste,Não declarada,Feminino,Matutino,RJ,Campus São Cristóvão III
4560,Concluintes,72363084,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2020-01-01,Região Sudeste,Não declarada,Masculino,Vespertino,RJ,Campus São Cristóvão III
4560,Concluintes,72702270,parda,2017-04-07,2019-12-21,15 a 19 anos,1.0,19.0,CPII,2020-01-01,Região Sudeste,"RFP>3,5",Feminino,Vespertino,RJ,Campus Engenho Novo II
3420,Evadidos,90523966,parda,2019-03-25,2021-12-30,15 a 19 anos,1.0,18.0,CPII,2020-03-01,Região Sudeste,Não declarada,Feminino,Matutino,RJ,Campus Duque de Caxias CP
4560,Concluintes,85956682,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2020-01-01,Região Sudeste,"RFP>3,5",Masculino,Matutino,RJ,Campus Centro
4560,Concluintes,72361348,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2020-01-01,Região Sudeste,Não declarada,Feminino,Vespertino,RJ,Campus São Cristóvão III
4560,Concluintes,72491787,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,19.0,CPII,2020-01-01,Região Sudeste,"1,5<RFP<=2,5",Masculino,Vespertino,RJ,Campus Niterói
4560,Concluintes,72597119,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,19.0,CPII,2020-01-01,Região Sudeste,Não declarada,Masculino,Vespertino,RJ,Campus Centro
4560,Concluintes,72362618,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,19.0,CPII,2020-01-01,Região Sudeste,"2,5<RFP<=3,5",Feminino,Vespertino,RJ,Campus São Cristóvão III
4560,Concluintes,72724953,parda,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2020-01-01,Região Sudeste,"1,0<RFP<=1,5",Feminino,Matutino,RJ,Campus Duque de Caxias CP
4560,Concluintes,72443067,preta,2017-04-07,2019-12-21,20 a 24 anos,1.0,20.0,CPII,2020-01-01,Região Sudeste,"0<RFP<=0,5",Masculino,Vespertino,RJ,Campus Centro
4560,Concluintes,72707570,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,19.0,CPII,2020-01-01,Região Sudeste,"RFP>3,5",Masculino,Vespertino,RJ,Campus Engenho Novo II
4560,Evadidos,67474520,não declarada,2015-03-16,2017-12-29,20 a 24 anos,1.0,22.0,CPII,2020-05-01,Região Sudeste,"1,5<RFP<=2,5",Masculino,Matutino,RJ,Campus Humaitá II
4560,Concluintes,71419432,parda,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2020-01-01,Região Sudeste,Não declarada,Feminino,Noturno,RJ,Campus Humaitá II
4560,Concluintes,72354828,branca,2017-04-07,2019-12-21,20 a 24 anos,1.0,20.0,CPII,2020-01-01,Região Sudeste,Não declarada,Masculino,Vespertino,RJ,Campus São Cristóvão III
3420,Evadidos,90234090,branca,2019-03-25,2021-12-30,15 a 19 anos,1.0,17.0,CPII,2020-12-01,Região Sudeste,"RFP>3,5",Masculino,Vespertino,RJ,Campus Niterói
4560,Concluintes,72752616,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,19.0,CPII,2020-01-01,Região Sudeste,"1,0<RFP<=1,5",Masculino,Matutino,RJ,Campus Realengo II
4560,Concluintes,72730375,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,19.0,CPII,2020-01-01,Região Sudeste,"1,5<RFP<=2,5",Feminino,Matutino,RJ,Campus Engenho Novo II
4560,Concluintes,85973795,preta,2017-04-07,2019-12-21,15 a 19 anos,1.0,19.0,CPII,2020-01-01,Região Sudeste,"1,0<RFP<=1,5",Feminino,Vespertino,RJ,Campus Centro
4560,Concluintes,72752614,branca,2017-04-07,2019-12-21,20 a 24 anos,1.0,20.0,CPII,2020-01-01,Região Sudeste,"1,5<RFP<=2,5",Masculino,Matutino,RJ,Campus Realengo II
4560,Concluintes,72727605,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,19.0,CPII,2020-01-01,Região Sudeste,Não declarada,Masculino,Matutino,RJ,Campus Engenho Novo II
4560,Concluintes,72803985,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,19.0,CPII,2020-01-01,Região Sudeste,"2,5<RFP<=3,5",Feminino,Vespertino,RJ,Campus Humaitá II
4560,Concluintes,72702758,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2020-01-01,Região Sudeste,"RFP>3,5",Feminino,Vespertino,RJ,Campus Engenho Novo II
4560,Concluintes,72304244,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,19.0,CPII,2020-01-01,Região Sudeste,"1,0<RFP<=1,5",Feminino,Matutino,RJ,Campus São Cristóvão III
2580,Concluintes,88985742,parda,2018-02-05,2020-12-20,15 a 19 anos,1.0,17.0,UFCG - ETSC,2020-12-01,Região Nordeste,"2,5<RFP<=3,5",Masculino,Matutino,PB,Escola Técnica de Saúde de Cajazeiras da UFCG
3420,Evadidos,90282876,branca,2019-03-25,2021-12-30,15 a 19 anos,1.0,16.0,CPII,2020-11-01,Região Sudeste,"2,5<RFP<=3,5",Feminino,Vespertino,RJ,Campus Centro
4560,Concluintes,72724959,parda,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2020-01-01,Região Sudeste,"1,5<RFP<=2,5",Masculino,Matutino,RJ,Campus Duque de Caxias CP
4560,Concluintes,71444458,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,19.0,CPII,2020-01-01,Região Sudeste,"2,5<RFP<=3,5",Masculino,Noturno,RJ,Campus Humaitá II
4560,Concluintes,72443275,não declarada,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2020-01-01,Região Sudeste,Não declarada,Masculino,Vespertino,RJ,Campus Centro
4560,Evadidos,72493140,parda,2017-04-07,2019-12-21,15 a 19 anos,1.0,18.0,CPII,2020-01-01,Região Sudeste,Não declarada,Masculino,Vespertino,RJ,Campus Niterói
4560,Concluintes,72728853,branca,2017-04-07,2019-12-21,15 a 19 anos,1.0,19.0,CPII,2020-01-01,Região Sudeste,"1,5<RFP<=2,5",Masculino,Matutino,RJ,Campus Engenho Novo II
4560,Concluintes,72725079,branca,2017-04-07,2019-12-21,20 a 24 anos,1.0,20.0,CPII,2020-01-01,Região Sudeste,"1,0<RFP<=1,5",Feminino,Matutino,RJ,Campus Engenho Novo II
3560,Concluintes,71734379,não declarada,2017-02-20,2019-12-20,20 a 24 anos,1.067,20.0,UFPI - CABJ,2021-04-01,Região Nordeste,Não declarada,Feminino,Matutino,PI,Colégio Técnico de Bom Jesus da UFPI
4220,Concluintes,84799698,amarela,2018-02-06,2020-12-20,15 a 19 anos,1.067,18.0,UFRPE - CODAI,2021-06-01,Região Nordeste,"1,5<RFP<=2,5",Feminino,Integral,PE,Colégio Agrícola Dom Agostinho Ikas da UFRPE
4220,Concluintes,84796884,branca,2018-02-06,2020-12-20,15 a 19 anos,1.067,18.0,UFRPE - CODAI,2021-06-01,Região Nordeste,"0,5<RFP<=1,0",Feminino,Integral,PE,Colégio Agrícola Dom Agostinho Ikas da UFRPE
4220,Concluintes,84799700,branca,2018-02-06,2020-12-20,15 a 19 anos,1.067,18.0,UFRPE - CODAI,2021-06-01,Região Nordeste,"1,0<RFP<=1,5",Feminino,Integral,PE,Colégio Agrícola Dom Agostinho Ikas da UFRPE
4220,Concluintes,84796878,preta,2018-02-06,2020-12-20,15 a 19 anos,1.067,17.0,UFRPE - CODAI,2021-06-01,Região Nordeste,"0<RFP<=0,5",Feminino,Integral,PE,Colégio Agrícola Dom Agostinho Ikas da UFRPE
4220,Concluintes,84796868,preta,2018-02-06,2020-12-20,15 a 19 anos,1.067,17.0,UFRPE - CODAI,2021-11-01,Região Nordeste,"1,0<RFP<=1,5",Feminino,Integral,PE,Colégio Agrícola Dom Agostinho Ikas da UFRPE
2790,Concluintes,90018252,não declarada,2019-02-19,2021-12-17,15 a 19 anos,1.067,17.0,UFPI - CABJ,2021-12-01,Região Nordeste,Não declarada,Feminino,Matutino,PI,Colégio Técnico de Bom Jesus da UFPI
2790,Concluintes,90018250,não declarada,2019-02-19,2021-12-17,15 a 19 anos,1.067,17.0,UFPI - CABJ,2021-12-01,Região Nordeste,Não declarada,Feminino,Matutino,PI,Colégio Técnico de Bom Jesus da UFPI
2790,Evadidos,99533146,não declarada,2021-03-15,2023-12-24,15 a 19 anos,1.067,16.0,UFPI - CABJ,2021-12-23,Região Nordeste,Não declarada,Feminino,Matutino,PI,Colégio Técnico de Bom Jesus da UFPI
3840,Evadidos,99235656,não declarada,2020-02-05,2022-12-16,15 a 19 anos,1.067,18.0,UFCG - ETSC,2021-12-01,Região Nordeste,Não declarada,Feminino,Matutino,PB,Escola Técnica de Saúde de Cajazeiras da UFCG
2490,Concluintes,87971639,não declarada,2018-11-06,2020-12-24,15 a 19 anos,1.067,18.0,UFPI - CTF,2021-02-21,Região Nordeste,"RFP>3,5",Feminino,Matutino,PI,Colégio Técnico de Floriano da UFPI
2600,Concluintes,89884696,não declarada,2019-03-01,2021-12-22,15 a 19 anos,1.067,19.0,UFV - CEDAF,2021-12-01,Região Sudeste,Não declarada,Feminino,Matutino,MG,Centro de Ensino e Desenvolvimento Agrário da UFV
2600,Concluintes,85288171,não declarada,2018-03-01,2022-12-31,15 a 19 anos,1.067,19.0,UFV - CEDAF,2021-03-01,Região Sudeste,Não declarada,Feminino,Matutino,MG,Centro de Ensino e Desenvolvimento Agrário da UFV
4560,Concluintes,87030844,não declarada,2018-04-06,2021-02-06,15 a 19 anos,1.067,19.0,CPII,2021-09-01,Região Sudeste,Não declarada,Feminino,Matutino,RJ,Campus Tijuca II
4560,Concluintes,85890382,não declarada,2018-04-06,2021-02-06,20 a 24 anos,1.067,21.0,CPII,2021-05-01,Região Sudeste,Não declarada,Feminino,Matutino,RJ,Campus São Cristóvão III
4560,Concluintes,85777581,não declarada,2018-04-06,2021-02-06,15 a 19 anos,1.067,19.0,CPII,2021-07-01,Região Sudeste,"RFP>3,5",Feminino,Matutino,RJ,Campus Realengo II
4560,Concluintes,85625491,não declarada,2018-04-06,2021-02-06,15 a 19 anos,1.067,18.0,CPII,2021-05-01,Região Sudeste,Não declarada,Feminino,Noturno,RJ,Campus Humaitá II
4560,Concluintes,85768288,não declarada,2018-04-06,2021-02-06,15 a 19 anos,1.067,18.0,CPII,2021-04-01,Região Sudeste,Não declarada,Feminino,Vespertino,RJ,Campus Centro
4560,Concluintes,85820507,não declarada,2018-04-06,2021-02-06,15 a 19 anos,1.067,19.0,CPII,2021-07-01,Região Sudeste,Não declarada,Feminino,Vespertino,RJ,Campus Realengo II
4560,Concluintes,85630673,não declarada,2018-04-06,2021-02-06,15 a 19 anos,1.067,19.0,CPII,2021-05-01,Região Sudeste,Não declarada,Feminino,Vespertino,RJ,Campus Niterói
4560,Concluintes,85769617,não declarada,2018-04-06,2021-02-06,20 a 24 anos,1.067,20.0,CPII,2021-05-01,Região Sudeste,"RFP>3,5",Feminino,Vespertino,RJ,Campus Centro
2800,Concluintes,89925007,parda,2019-02-18,2021-12-20,15 a 19 anos,1.067,17.0,UFRRJ - CTUR,2021-12-01,Região Sudeste,"0<RFP<=0,5",Feminino,Matutino,RJ,Colégio Técnico da UFRRJ
2790,Concluintes,85091540,não declarada,2018-02-19,2020-12-22,15 a 19 anos,1.067,18.0,UFPI - CABJ,2021-04-01,Região Nordeste,Não declarada,Feminino,Matutino,PI,Colégio Técnico de Bom Jesus da UFPI
2790,Evadidos,85091550,não declarada,2018-02-19,2020-12-22,15 a 19 anos,1.067,19.0,UFPI - CABJ,2021-04-01,Região Nordeste,Não declarada,Feminino,Matutino,PI,Colégio Técnico de Bom Jesus da UFPI
2460,Concluintes,84797303,parda,2018-02-06,2020-12-20,15 a 19 anos,1.067,19.0,UFRPE - CODAI,2021-06-01,Região Nordeste,"0,5<RFP<=1,0",Feminino,Matutino,PE,Colégio Agrícola Dom Agostinho Ikas da UFRPE
2490,Evadidos,87971667,parda,2018-11-06,2020-12-24,15 a 19 anos,1.067,18.0,UFPI - CTF,2021-12-24,Região Nordeste,"1,0<RFP<=1,5",Feminino,Matutino,PI,Colégio Técnico de Floriano da UFPI
4220,Concluintes,84796898,branca,2018-02-06,2020-12-20,15 a 19 anos,1.067,18.0,UFRPE - CODAI,2021-06-01,Região Nordeste,"0,5<RFP<=1,0",Feminino,Integral,PE,Colégio Agrícola Dom Agostinho Ikas da UFRPE
4220,Concluintes,84799696,branca,2018-02-06,2020-12-20,15 a 19 anos,1.067,19.0,UFRPE - CODAI,2021-11-01,Região Nordeste,"0,5<RFP<=1,0",Feminino,Integral,PE,Colégio Agrícola Dom Agostinho Ikas da UFRPE
4220,Concluintes,84796870,branca,2018-02-06,2020-12-20,15 a 19 anos,1.067,19.0,UFRPE - CODAI,2021-06-01,Região Nordeste,"0<RFP<=0,5",Feminino,Integral,PE,Colégio Agrícola Dom Agostinho Ikas da UFRPE
4220,Concluintes,84796866,parda,2018-02-06,2020-12-20,15 a 19 anos,1.067,19.0,UFRPE - CODAI,2021-06-01,Região Nordeste,"1,0<RFP<=1,5",Feminino,Integral,PE,Colégio Agrícola Dom Agostinho Ikas da UFRPE
4220,Concluintes,84797122,preta,2018-02-06,2019-12-22,15 a 19 anos,1.067,19.0,UFRPE - CODAI,2021-07-01,Região Nordeste,"1,0<RFP<=1,5",Feminino,Integral,PE,Colégio Agrícola Dom Agostinho Ikas da UFRPE
2460,Concluintes,84797337,parda,2018-02-06,2020-12-20,15 a 19 anos,1.067,18.0,UFRPE - CODAI,2021-06-01,Região Nordeste,"0,5<RFP<=1,0",Feminino,Vespertino,PE,Colégio Agrícola Dom Agostinho Ikas da UFRPE
2460,Concluintes,84799656,parda,2018-02-06,2020-12-20,15 a 19 anos,1.067,18.0,UFRPE - CODAI,2021-06-01,Região Nordeste,"0<RFP<=0,5",Feminino,Vespertino,PE,Colégio Agrícola Dom Agostinho Ikas da UFRPE
7740,Concluintes,88989981,branca,2019-02-11,2021-12-17,15 a 19 anos,1.067,18.0,UFCG - ETSC,2021-12-01,Região Nordeste,"0,5<RFP<=1,0",Feminino,Matutino,PB,Escola Técnica de Saúde de Cajazeiras da UFCG
2460,Concluintes,84797285,branca,2018-02-06,2020-12-20,15 a 19 anos,1.067,18.0,UFRPE - CODAI,2021-06-01,Região Nordeste,"0,5<RFP<=1,0",Feminino,Matutino,PE,Colégio Agrícola Dom Agostinho Ikas da UFRPE
2460,Concluintes,84799650,branca,2018-02-06,2020-12-20,15 a 19 anos,1.067,18.0,UFRPE - CODAI,2021-06-01,Região Nordeste,"0,5<RFP<=1,0",Feminino,Matutino,PE,Colégio Agrícola Dom Agostinho Ikas da UFRPE
2460,Concluintes,84797311,branca,2018-02-06,2020-12-20,15 a 19 anos,1.067,18.0,UFRPE - CODAI,2021-06-01,Região Nordeste,"0,5<RFP<=1,0",Feminino,Matutino,PE,Colégio Agrícola Dom Agostinho Ikas da UFRPE
2460,Concluintes,84797325,branca,2018-02-06,2020-12-20,15 a 19 anos,1.067,18.0,UFRPE - CODAI,2021-06-01,Região Nordeste,"0<RFP<=0,5",Feminino,Matutino,PE,Colégio Agrícola Dom Agostinho Ikas da UFRPE
2788,Evadidos,98560261,branca,2021-03-15,2023-12-30,15 a 19 anos,1.067,17.0,UFPI - CAT,2021-03-01,Região Nordeste,"1,0<RFP<=1,5",Feminino,Matutino,PI,Colégio Técnico de Teresina da UFPI
2400,Evadidos,94128358,branca,2020-02-05,2022-12-30,15 a 19 anos,1.067,17.0,UFRPE - CODAI,2021-08-01,Região Nordeste,"1,0<RFP<=1,5",Feminino,Matutino,PE,Colégio Agrícola Dom Agostinho Ikas da UFRPE
7740,Concluintes,88989969,branca,2019-02-11,2021-12-17,15 a 19 anos,1.067,18.0,UFCG - ETSC,2021-12-01,Região Nordeste,"1,5<RFP<=2,5",Feminino,Matutino,PB,Escola Técnica de Saúde de Cajazeiras da UFCG
7740,Concluintes,88989973,branca,2019-02-11,2021-12-17,15 a 19 anos,1.067,17.0,UFCG - ETSC,2021-12-01,Região Nordeste,"RFP>3,5",Feminino,Matutino,PB,Escola Técnica de Saúde de Cajazeiras da UFCG
7740,Concluintes,88989913,branca,2019-02-11,2021-12-17,15 a 19 anos,1.067,18.0,UFCG - ETSC,2021-12-01,Região Nordeste,"RFP>3,5",Feminino,Matutino,PB,Escola Técnica de Saúde de Cajazeiras da UFCG
7740,Concluintes,88989893,branca,2019-02-11,2021-12-17,15 a 19 anos,1.067,17.0,UFCG - ETSC,2021-12-01,Região Nordeste,"RFP>3,5",Feminino,Matutino,PB,Escola Técnica de Saúde de Cajazeiras da UFCG
2788,Evadidos,98560279,não declarada,2021-03-15,2023-12-30,15 a 19 anos,1.067,17.0,UFPI - CAT,2021-03-01,Região Nordeste,"1,0<RFP<=1,5",Feminino,Matutino,PI,Colégio Técnico de Teresina da UFPI
3560,Concluintes,71734375,não declarada,2017-02-20,2019-12-20,15 a 19 anos,1.067,19.0,UFPI - CABJ,2021-04-01,Região Nordeste,Não declarada,Feminino,Matutino,PI,Colégio Técnico de Bom Jesus da UFPI
3560,Evadidos,71734003,não declarada,2017-02-20,2019-12-20,15 a 19 anos,1.067,19.0,UFPI - CABJ,2021-04-01,Região Nordeste,Não declarada,Feminino,Matutino,PI,Colégio Técnico de Bom Jesus da UFPI
7740,Concluintes,96743221,parda,2019-02-11,2021-12-17,15 a 19 anos,1.067,18.0,UFCG - ETSC,2021-12-01,Região Nordeste,"0,5<RFP<=1,0",Feminino,Matutino,PB,Escola Técnica de Saúde de Cajazeiras da UFCG
7740,Concluintes,88989897,parda,2019-02-11,2021-12-17,15 a 19 anos,1.067,17.0,UFCG - ETSC,2021-12-01,Região Nordeste,"0,5<RFP<=1,0",Feminino,Matutino,PB,Escola Técnica de Saúde de Cajazeiras da UFCG
2800,Concluintes,89924982,branca,2019-02-18,2021-12-20,15 a 19 anos,1.067,18.0,UFRRJ - CTUR,2021-12-01,Região Sudeste,"0<RFP<=0,5",Feminino,Matutino,RJ,Colégio Técnico da UFRRJ
2600,Concluintes,85288205,branca,2018-03-01,2022-12-31,15 a 19 anos,1.067,19.0,UFV - CEDAF,2021-03-01,Região Sudeste,"1,5<RFP<=2,5",Feminino,Matutino,MG,Centro de Ensino e Desenvolvimento Agrário da UFV
3051,Concluintes,94453014,não declarada,2020-03-09,2020-12-23,15 a 19 anos,1.067,19.0,CPII,2021-05-01,Região Sudeste,Não declarada,Feminino,Matutino,RJ,Campus Niterói
2800,Concluintes,85099544,parda,2018-02-19,2020-12-31,15 a 19 anos,1.067,18.0,UFRRJ - CTUR,2021-05-01,Região Sudeste,"0,5<RFP<=1,0",Feminino,Matutino,RJ,Colégio Técnico da UFRRJ
2800,Concluintes,85099452,parda,2018-02-19,2020-12-31,15 a 19 anos,1.067,19.0,UFRRJ - CTUR,2021-05-01,Região Sudeste,"0<RFP<=0,5",Feminino,Matutino,RJ,Colégio Técnico da UFRRJ
2800,Concluintes,85099334,parda,2018-02-19,2020-12-31,15 a 19 anos,1.067,18.0,UFRRJ - CTUR,2021-05-01,Região Sudeste,"0<RFP<=0,5",Feminino,Matutino,RJ,Colégio Técnico da UFRRJ
2800,Concluintes,89925025,parda,2019-02-18,2021-12-20,15 a 19 anos,1.067,18.0,UFRRJ - CTUR,2021-12-01,Região Sudeste,"0<RFP<=0,5",Feminino,Matutino,RJ,Colégio Técnico da UFRRJ
2800,Concluintes,89925011,parda,2019-02-18,2021-12-20,15 a 19 anos,1.067,18.0,UFRRJ - CTUR,2021-12-01,Região Sudeste,"0<RFP<=0,5",Feminino,Matutino,RJ,Colégio Técnico da UFRRJ
3420,Concluintes,90774854,parda,2019-04-01,2020-12-30,15 a 19 anos,1.067,19.0,CPII,2021-05-01,Região Sudeste,"1,5<RFP<=2,5",Feminino,Matutino,RJ,Campus Duque de Caxias
2788,Evadidos,98560233,parda,2021-03-15,2023-12-30,15 a 19 anos,1.067,16.0,UFPI - CAT,2021-03-01,Região Nordeste,"1,0<RFP<=1,5",Feminino,Matutino,PI,Colégio Técnico de Teresina da UFPI
2460,Concluintes,84796886,parda,2018-02-06,2020-12-20,15 a 19 anos,1.067,18.0,UFRPE - CODAI,2021-06-01,Região Nordeste,"1,0<RFP<=1,5",Feminino,Matutino,PE,Colégio Agrícola Dom Agostinho Ikas da UFRPE
2460,Concluintes,93378393,parda,2018-02-06,2020-12-20,15 a 19 anos,1.067,17.0,UFRPE - CODAI,2021-06-01,Região Nordeste,"1,0<RFP<=1,5",Feminino,Matutino,PE,Colégio Agrícola Dom Agostinho Ikas da UFRPE
2490,Concluintes,87971785,parda,2018-11-07,2020-12-24,15 a 19 anos,1.067,18.0,UFPI - CTF,2021-02-21,Região Nordeste,"1,0<RFP<=1,5",Feminino,Matutino,PI,Colégio Técnico de Floriano da UFPI
2490,Concluintes,87971699,parda,2018-11-06,2020-12-24,15 a 19 anos,1.067,19.0,UFPI - CTF,2021-02-22,Região Nordeste,"1,0<RFP<=1,5",Feminino,Matutino,PI,Colégio Técnico de Floriano da UFPI
2790,Concluintes,90018854,parda,2019-02-19,2021-12-17,15 a 19 anos,1.067,17.0,UFPI - CABJ,2021-12-01,Região Nordeste,"1,0<RFP<=1,5",Feminino,Matutino,PI,Colégio Técnico de Bom Jesus da UFPI
2788,Evadidos,98560307,parda,2021-03-15,2023-12-30,15 a 19 anos,1.067,16.0,UFPI - CAT,2021-03-01,Região Nordeste,"1,0<RFP<=1,5",Feminino,Matutino,PI,Colégio Técnico de Teresina da UFPI
2580,Concluintes,88985728,preta,2018-02-05,2020-12-20,15 a 19 anos,1.067,18.0,UFCG - ETSC,2021-12-01,Região Nordeste,"1,0<RFP<=1,5",Feminino,Matutino,PB,Escola Técnica de Saúde de Cajazeiras da UFCG
2490,Concluintes,87971629,não declarada,2018-11-06,2020-12-24,15 a 19 anos,1.067,18.0,UFPI - CTF,2021-02-21,Região Nordeste,"1,5<RFP<=2,5",Feminino,Matutino,PI,Colégio Técnico de Floriano da UFPI
2460,Concluintes,84797307,parda,2018-02-06,2020-12-20,15 a 19 anos,1.067,18.0,UFRPE - CODAI,2021-06-01,Região Nordeste,"1,0<RFP<=1,5",Feminino,Matutino,PE,Colégio Agrícola Dom Agostinho Ikas da UFRPE
2490,Concluintes,87971759,parda,2018-11-07,2020-12-24,15 a 19 anos,1.067,18.0,UFPI - CTF,2021-02-21,Região Nordeste,"1,0<RFP<=1,5",Feminino,Matutino,PI,Colégio Técnico de Floriano da UFPI
2460,Concluintes,84797263,preta,2018-02-06,2020-12-20,15 a 19 anos,1.067,18.0,UFRPE - CODAI,2021-06-01,Região Nordeste,"1,0<RFP<=1,5",Feminino,Matutino,PE,Colégio Agrícola Dom Agostinho Ikas da UFRPE
7740,Concluintes,88989907,parda,2019-02-11,2021-12-17,15 a 19 anos,1.067,17.0,UFCG - ETSC,2021-12-01,Região Nordeste,"0,5<RFP<=1,0",Feminino,Matutino,PB,Escola Técnica de Saúde de Cajazeiras da UFCG
2790,Concluintes,90018218,parda,2019-02-19,2021-12-17,15 a 19 anos,1.067,18.0,UFPI - CABJ,2021-12-01,Região Nordeste,"1,0<RFP<=1,5",Feminino,Matutino,PI,Colégio Técnico de Bom Jesus da UFPI
3840,Evadidos,96743117,parda,2020-02-05,2022-12-16,15 a 19 anos,1.067,16.0,UFCG - ETSC,2021-07-01,Região Nordeste,"1,0<RFP<=1,5",Feminino,Matutino,PB,Escola Técnica de Saúde de Cajazeiras da UFCG
2790,Concluintes,90018248,parda,2019-02-19,2021-12-17,15 a 19 anos,1.067,17.0,UFPI - CABJ,2021-12-01,Região Nordeste,Não declarada,Feminino,Matutino,PI,Colégio Técnico de Bom Jesus da UFPI
7740,Concluintes,88989921,parda,2019-02-11,2021-12-17,15 a 19 anos,1.067,17.0,UFCG - ETSC,2021-12-01,Região Nordeste,"RFP>3,5",Feminino,Matutino,PB,Escola Técnica de Saúde de Cajazeiras da UFCG
